Ensembl_ID	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC
ENSG00000215458	-2.18590677493934	0.0425931957036009	ORN8L_vs_Resting	HSALNG0133454	anti_sense	Not conserved	hsa-miR-6089	-	CSTB
ENSG00000215533	3.22658126966583	0.00553103109102374	ORN8L_vs_Resting	HSALNG0132537	sense	Not conserved	hsa-miR-4772-3p	Myocardial infarction,Serum alanine aminotransferase measurement,Response to mtor inhibitor,Qt interval,Serum gamma-glutamyl transferase measurement,Hemorrhoid,High density lipoprotein cholesterol measurement,-	BACH1
ENSG00000216863	-3.22946849695058	0.00776412934242161	ORN8L_vs_Resting	HSALNG0047825	integenic	Not conserved			F13A1
ENSG00000217825	5.48684996810975	2.41294188316983e-4	ORN8L_vs_Resting	HSALNG0062556	integenic	Not conserved	hsa-miR-3065-3p		PAXIP1
ENSG00000223387	4.84662567348157	5.35009152111498e-5	ORN8L_vs_Resting	HSALNG0030744	integenic	Q75	hsa-miR-619-5p,hsa-miR-7150	Breast carcinoma,Serum alanine aminotransferase measurement; Sex hormone-binding globulin measurement; Hemoglobin measurement; Platelet crit; Monocyte percentage of leukocytes; Protein measurement; Tnf-related apoptosis-inducing ligand measurement; Serum gamma-glutamyl transferase measurement; Aspartate aminotransferase to alanine aminotransferase ratio; Platelet count; Triglyceride measurement; Hematocrit; Mean corpuscular volume; Aspartate aminotransferase measurement,Serum gamma-glutamyl transferase measurement,Sex hormone-binding globulin measurement; Serum albumin measurement,Sex hormone-binding globulin measurement; Renal cell carcinoma	NCEH1
ENSG00000223478	-2.90894889555928	0.00369215483919706	ORN8L_vs_Resting	HSALNG0074656	anti_sense	Not conserved	hsa-miR-4492,hsa-miR-6799-5p	-	PKN3
ENSG00000223749	-2.29759914693377	0.0181659607280419	ORN8L_vs_Resting	HSALNG0140233	integenic	Q90	hsa-miR-4292	Body height; Testosterone measurement,Testosterone measurement	PLAC1
ENSG00000223768	-1.77870978622775	0.0319662863459283	ORN8L_vs_Resting	HSALNG0133618	integenic	Q50	hsa-miR-92b-5p,hsa-miR-619-5p,hsa-miR-1205,hsa-miR-3692-5p,hsa-miR-3934-5p,hsa-miR-4472,hsa-miR-4505,hsa-miR-6751-3p,hsa-miR-6803-5p	Systemic lupus erythematosus,Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference,-	ADARB1
ENSG00000223834	-5.4906514248973	0.00112501621915682	ORN8L_vs_Resting	HSALNG0077094	integenic	Q50		-	ZEB1
ENSG00000223891	-2.70489100630867	0.0174097857296958	ORN8L_vs_Resting	HSALNG0130291	anti_sense	Q75	hsa-miR-5787,hsa-miR-6803-5p,hsa-miR-7155-5p	Mean reticulocyte volume; Mean corpuscular hemoglobin; Erythrocyte count,Monocyte count,Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes; Monocyte count,Mean corpuscular volume; Platelet count,Mean corpuscular volume,Neuropsychological test,Platelet component distribution width,-	GDAP1L1
ENSG00000223901	2.68918368202654	0.0172619880222544	ORN8L_vs_Resting	HSALNG0133720	anti_sense	Q50		-	YBEY
ENSG00000224307	-5.04461634072085	2.76543328033739e-8	ORN8L_vs_Resting	HSALNG0074715	integenic	Not conserved	hsa-miR-520a-5p,hsa-miR-4492,hsa-miR-4684-3p,hsa-miR-4748,hsa-miR-5693		NA
ENSG00000224376	-7.53260982385177	2.5150280436609e-6	ORN8L_vs_Resting	HSALNG0022936	integenic	Not conserved	hsa-miR-4481,hsa-miR-4726-5p	Electrocardiography; Monocyte percentage of leukocytes,Monocyte count	B3GNT7
ENSG00000224995	-6.20623903752064	0.0113417529471879	ORN8L_vs_Resting	HSALNG0051540	integenic	Q75	hsa-miR-761,hsa-miR-3619-5p,hsa-miR-6132	Loneliness measurement,Basophil count; Basophil percentage of leukocytes; Monocyte percentage of leukocytes,Coronary artery disease,Bmi-adjusted waist circumference,Cognitive function measurement,Body height,Myocardial infarction,Central corneal thickness,Intraocular pressure measurement,Adolescent idiopathic scoliosis,Bell's palsy,Bone density; Heel bone mineral density,Basophil count; Basophil percentage of leukocytes,Monocyte percentage of leukocytes,Central corneal thickness; Intraocular pressure measurement,Corneal resistance factor; Intraocular pressure measurement,Central corneal thickness; Corneal topography,Obsessive-compulsive disorder; Sex interaction measurement,Heel bone mineral density,-	TENT5A
ENSG00000225792	2.69554099512055	0.0242683935575195	ORN8L_vs_Resting	HSALNG0056814	anti_sense	Q90	hsa-miR-4505,hsa-miR-1587,hsa-miR-3960	Bmi-adjusted waist-hip ratio,Blood urea nitrogen measurement; Bmi-adjusted waist circumference,Body weight; Body mass index,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Vaginal microbiome measurement,-	HNRNPA2B1
ENSG00000225886	3.0216578941766	6.78545083200043e-4	ORN8L_vs_Resting	HSALNG0002013	integenic	Not conserved			FAM76A
ENSG00000225964	2.36432941333355	0.0042379611503109	ORN8L_vs_Resting	HSALNG0012717	integenic	Q75		Depressive symptom measurement,-	CMPK2
ENSG00000226004	5.58760671254585	1.85285326663083e-7	ORN8L_vs_Resting	HSALNG0053802	integenic	Q50		Eosinophil count; Ejection fraction measurement; Eosinophil percentage of leukocytes,Cardiac troponin t measurement,Rheumatoid arthritis,-	PERP
ENSG00000226091	2.98390284692522	9.01869588392027e-4	ORN8L_vs_Resting	HSALNG0089057	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-6089,hsa-miR-6735-5p	Viral load,-	FAM90A1
ENSG00000226125	-4.79319272152901	3.19274493919901e-5	ORN8L_vs_Resting	HSALNG0022889	integenic	Not conserved	hsa-miR-6089	-	GPR55
ENSG00000226137	-2.7691110944293	2.13940059896247e-7	ORN8L_vs_Resting	HSALNG0119226	integenic	Not conserved	hsa-miR-3943	-	AATK
ENSG00000226239	4.36713177674774	1.09780468195173e-4	ORN8L_vs_Resting	HSALNG0129532	anti_sense	Q50		Cystatin c measurement,Cognitive decline measurement,-	PDRG1
ENSG00000226276	6.20774034970162	0.00313835868461179	ORN8L_vs_Resting	HSALNG0022098	integenic	Q75			MREG
ENSG00000226281	-4.05928076535384	2.52434492280623e-6	ORN8L_vs_Resting	HSALNG0047836	integenic	Not conserved	hsa-miR-762,hsa-miR-5787		F13A1
ENSG00000226453	-3.72770090700166	0.0449557389861407	ORN8L_vs_Resting	HSALNG0051549	integenic	Not conserved		Coronary artery disease,Central corneal thickness,Body height,Intraocular pressure measurement,Adolescent idiopathic scoliosis,Bell's palsy,Bone density; Heel bone mineral density,-	IBTK
ENSG00000226791	-5.59443177387133	2.26392085405136e-8	ORN8L_vs_Resting	HSALNG0017221	integenic	Q50	hsa-miR-6090,hsa-miR-7113-3p	Eosinophil count; Bipolar disorder,Bipolar disorder,Myositis,-	CRACDL
ENSG00000226816	-2.25051362233473	0.0307520565029544	ORN8L_vs_Resting	HSALNG0056646	integenic	Not conserved			NUP42
ENSG00000227502	4.47012105506738	3.03598071789255e-6	ORN8L_vs_Resting	HSALNG0052921	integenic	Q50	hsa-miR-619-5p,hsa-miR-4505		HDAC2
ENSG00000227591	4.689736049184	2.88557239462258e-5	ORN8L_vs_Resting	HSALNG0142412	anti_sense	Q50		-	LAMB3
ENSG00000228013	-2.73362853383779	0.0367044715242824	ORN8L_vs_Resting	HSALNG0007394	anti_sense	Q75	hsa-miR-4710,hsa-miR-6736-5p	C-reactive protein measurement,C-reactive protein measurement; Serum non-albumin protein measurement,Albumin:globulin ratio measurement,Total blood protein measurement,Serum non-albumin protein measurement,Systemic juvenile idiopathic arthritis, polyarticular juvenile idiopathic arthritis, rheumatoid factor negative, oligoarticular juvenile idiopathic arthritis,-	SHE
ENSG00000228079	2.98417173768154	0.0425549274044024	ORN8L_vs_Resting	HSALNG0015448	integenic	Q50			PELI1
ENSG00000228113	7.54782054597541	5.70868594186856e-6	ORN8L_vs_Resting	HSALNG0059411	anti_sense	Not conserved			ADAM22
ENSG00000228203	2.69546902683171	0.0322733180581544	ORN8L_vs_Resting	HSALNG0012734	anti_sense	Q50	hsa-miR-4710		CMPK2
ENSG00000228318	2.85525918637234	0.0249738806665239	ORN8L_vs_Resting	HSALNG0133209	anti_sense,sense	Not conserved	hsa-miR-1268b,hsa-miR-6089	Serum alanine aminotransferase measurement,3-hydroxypropylmercapturic acid measurement,Atrial fibrillation; Diastolic blood pressure; Ventricular rate measurement; Diabetes mellitus; Heart failure; Cancer; Body mass index; Stroke; Total cholesterol measurement; Systolic blood pressure; Mortality; High density lipoprotein cholesterol measurement; Triglyceride measurement; Hematocrit; Glucose measurement; Coronary artery disease,-	TMPRSS2
ENSG00000228427	-2.033606000427	0.0195542559515556	ORN8L_vs_Resting	HSALNG0138463	integenic	Q75	hsa-miR-30b-3p,hsa-miR-6089	Prostate carcinoma	ZMYM3
ENSG00000228817	2.46917114832172	0.0453391745240832	ORN8L_vs_Resting	HSALNG0132547	sense	Q50		Protein measurement,-	BACH1
ENSG00000228826	4.65009039465266	0.0459467265828229	ORN8L_vs_Resting	HSALNG0006561	integenic	Not conserved			FAM72B
ENSG00000228923	5.92994740593663	0.00402025727689416	ORN8L_vs_Resting	HSALNG0134504	sense	Q75	hsa-miR-6810-3p	Serum gamma-glutamyl transferase measurement	UPB1
ENSG00000229056	3.08601055267479	0.0460851049339382	ORN8L_vs_Resting	HSALNG0021310	anti_sense	Q50		-	CCDC150
ENSG00000229162	-6.03754143412586	0.00940919650177306	ORN8L_vs_Resting	HSALNG0001756	anti_sense	Q75		Alopecia,Lymphocyte count,Crohn's disease,Blood protein measurement; Serum non-albumin protein measurement,Serum non-albumin protein measurement,Alopecia; Basophil count; Balding measurement; Reticulocyte count; Reticulocyte measurement; Serum iga measurement,Neutrophil count; Leukocyte count; Celiac disease; Eosinophil count; Juvenile idiopathic arthritis,Albumin:globulin ratio measurement; Serum non-albumin protein measurement,Eczema; Allergic rhinitis,Response to drug; Adverse effect,Leukocyte count; Psoriasis; Eczema; Psoriasis vulgaris,-	CLIC4
ENSG00000229272	-4.76061553453258	0.0303275278749505	ORN8L_vs_Resting	HSALNG0081008	integenic	Not conserved			EIF3A
ENSG00000229671	-3.13185383760778	6.58072993810442e-4	ORN8L_vs_Resting	HSALNG0082161	integenic	Q50	hsa-miR-127-5p,hsa-miR-34c-5p,hsa-miR-6803-5p,hsa-miR-6813-5p	Viral load,Diastolic blood pressure; Pulse pressure measurement; Alcohol drinking; Systolic blood pressure; Mean arterial pressure; Smoking status measurement,Systolic blood pressure	LSP1
ENSG00000229922	3.18691274031314	0.0281638282595201	ORN8L_vs_Resting	HSALNG0053801	integenic	Q50	hsa-miR-6873-3p	Eosinophil count; Ejection fraction measurement; Eosinophil percentage of leukocytes,Cardiac troponin t measurement,Rheumatoid arthritis,Phosphatidylcholine ether measurement,-	TNFAIP3
ENSG00000229931	2.00676667761854	0.046796589654371	ORN8L_vs_Resting	HSALNG0048332	anti_sense	Q75	hsa-miR-6799-5p	-	STMND1
ENSG00000230138	-4.14487461136906	5.7225516684145e-4	ORN8L_vs_Resting	HSALNG0003695	sense	Q75	hsa-miR-331-3p,hsa-miR-508-5p,hsa-miR-619-5p,hsa-miR-4722-5p,hsa-miR-2467-3p	Blood protein measurement,-	LRP8
ENSG00000230149	2.07155357468959	0.040620674874105	ORN8L_vs_Resting	HSALNG0135439	anti_sense,sense	Q90	hsa-miR-1227-5p,hsa-miR-500b-3p	White matter microstructure measurement,-	GTPBP1
ENSG00000230438	3.36274721180253	0.0259502922375597	ORN8L_vs_Resting	HSALNG0047525	integenic	Not conserved			SERPINB9
ENSG00000230587	-5.74277140601975	0.0144869324781766	ORN8L_vs_Resting	HSALNG0014517	integenic	Q50	hsa-miR-363-5p,hsa-miR-378a-5p,hsa-miR-324-3p,hsa-miR-3922-5p,hsa-miR-4492,hsa-miR-4508,hsa-miR-5787,hsa-miR-6089,hsa-miR-8485	Protein measurement,Diastolic blood pressure,Suicide behaviour measurement,Mean arterial pressure,Pulse pressure measurement,Henoch-schoenlein purpura,Systolic blood pressure,Gastric carcinoma,Resistin measurement; Monocyte count,Monocyte count,Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes,Neutrophil percentage of leukocytes; Lymphocyte percentage of leukocytes,Agents acting on the renin-angiotensin system use measurement; Beta blocking agent use measurement,Beta blocking agent use measurement,Diuretic use measurement,Agents acting on the renin-angiotensin system use measurement,Coronary artery disease,Hematocrit; Body height; Red blood cell density measurement; Erythrocyte count,Hematocrit,Hematocrit; Hemoglobin measurement; Red blood cell density measurement; Erythrocyte count,Hemoglobin measurement,Heel bone mineral density,Glomerular filtration rate,Erythrocyte count,Urolithiasis,Ototoxicity; Response to cisplatin,Insulin sensitivity measurement; Glucose homeostasis measurement,Parental genotype effect measurement; Birth weight,Neutrophil count,Creatinine measurement; Glomerular filtration rate,-	ZFP36L2
ENSG00000230647	6.04829090322682	5.46333586711156e-7	ORN8L_vs_Resting	HSALNG0145008	integenic	Q75	hsa-miR-619-5p	Heel bone mineral density,-	HS3ST3B1
ENSG00000230943	2.9516880353361	0.00112750342920713	ORN8L_vs_Resting	HSALNG0052910	integenic	Not conserved			HDAC2
ENSG00000231170	-4.20408058009332	0.00815775142106276	ORN8L_vs_Resting	HSALNG0059694	anti_sense	Q50	hsa-miR-1343-3p,hsa-miR-6840-3p,hsa-miR-7703	Triacylglycerol 48:2 measurement; Triacylglycerol 50:3 measurement,-	ASB4
ENSG00000231233	3.00104165259877	0.0103512787292704	ORN8L_vs_Resting	HSALNG0080427	integenic	Q50			ITPRIP
ENSG00000231329	2.70345156553822	0.029701431113962	ORN8L_vs_Resting	HSALNG0053866	anti_sense,sense	Q90	hsa-miR-4512,hsa-miR-4516,hsa-miR-6879-5p	Coronary artery disease,-	TXLNB
ENSG00000231711	-2.87492669382913	9.11402362733817e-4	ORN8L_vs_Resting	HSALNG0135993	integenic	Q50	hsa-miR-320a-5p,hsa-miR-762,hsa-miR-3178,hsa-miR-6763-3p	Birth weight,Smoking status measurement	WNT7B
ENSG00000231858	3.92532138360142	0.00312787012503608	ORN8L_vs_Resting	HSALNG0021145	anti_sense	Q75	hsa-miR-3666	-	GLS
ENSG00000232229	-6.34521096183933	2.98559500549999e-5	ORN8L_vs_Resting	HSALNG0079601	integenic	Not conserved	hsa-miR-4534	Colorectal cancer,Self reported educational attainment,-	KIF20B
ENSG00000232354	-4.65089346253124	0.00442558228488086	ORN8L_vs_Resting	HSALNG0025430	anti_sense	Q50	hsa-miR-3194-5p,hsa-miR-3198	Cerebrospinal fluid clusterin measurement,Bmi-adjusted hip circumference,-	SEC22C
ENSG00000232533	-2.128043690359	0.00497930888580976	ORN8L_vs_Resting	HSALNG0061960	integenic	Not conserved	hsa-miR-10392-3p	-	EPHA1
ENSG00000232618	3.72814533858013	9.04254396657621e-5	ORN8L_vs_Resting	HSALNG0054003	anti_sense	Q50	hsa-miR-4279	Mean platelet volume,-	AIG1
ENSG00000232680	3.71042022540977	0.00396294835708882	ORN8L_vs_Resting	HSALNG0125614	integenic	Not conserved			KRTDAP
ENSG00000232759	5.31415787467655	1.92558664789146e-4	ORN8L_vs_Resting	HSALNG0056606	anti_sense	Q50	hsa-miR-892b,hsa-miR-4472,hsa-miR-4534	Atopic asthma,C-reactive protein measurement,Unipolar depression,-	IL6
ENSG00000232956	1.76209989507335	0.00513461933409602	ORN8L_vs_Resting	HSALNG0057702	anti_sense,sense	Q50	hsa-miR-4726-3p,hsa-miR-7107-5p	Body height,Diastolic blood pressure,-	MYO1G
ENSG00000233038	-3.7170720681964	1.85154615358274e-4	ORN8L_vs_Resting	HSALNG0062762	anti_sense	Not conserved	hsa-miR-762,hsa-miR-3195,hsa-miR-4297,hsa-miR-5787,hsa-miR-6813-5p,hsa-miR-7113-3p	-	DNAJB6
ENSG00000233214	3.34416412588835	0.0114314728967235	ORN8L_vs_Resting	HSALNG0125611	integenic	Not conserved		Leucine measurement,Cleft lip; Vitamin supplement exposure measurement,-	KRTDAP
ENSG00000233901	-2.22574553291914	3.76850421886491e-4	ORN8L_vs_Resting	HSALNG0074718	integenic	Q75	hsa-miR-185-3p,hsa-miR-762,hsa-miR-3620-5p,hsa-miR-4505,hsa-miR-4530,hsa-miR-1587,hsa-miR-6089,hsa-miR-6732-5p,hsa-miR-6791-5p,hsa-miR-8485	Atopic eczema,Protein measurement,Caudate nucleus measurement; Functional brain measurement; Response to reward,-	NA
ENSG00000233975	3.00184168206649	0.00212222181306397	ORN8L_vs_Resting	HSALNG0002009	integenic	Q50	hsa-miR-619-5p	Body weight,Systolic blood pressure; Pulse pressure measurement; Mean arterial pressure,Body mass index,-	IFI6
ENSG00000234191	2.46047184925216	0.0195749456729958	ORN8L_vs_Resting	HSALNG0137357	integenic	Q75			BCOR
ENSG00000234263	3.08699811887816	0.0259000668426917	ORN8L_vs_Resting	HSALNG0053716	anti_sense	Q75		Unipolar depression	PEX7
ENSG00000234350	4.27252710499136	0.00302279071328132	ORN8L_vs_Resting	HSALNG0020311	anti_sense	Q50	hsa-miR-4279,hsa-miR-4537	Self reported educational attainment; Intelligence; Cognitive function measurement,Cognitive function measurement; Mathematical ability,Fev/fec ratio; Response to bronchodilator,Intelligence,-	TLK1
ENSG00000234869	-3.44240452209665	0.00782585063908602	ORN8L_vs_Resting	HSALNG0136023	integenic	Q50	hsa-miR-3620-5p,hsa-miR-1268b,hsa-miR-4437,hsa-miR-4505,hsa-miR-1587,hsa-miR-6131	Ocular sarcoidosis,Adolescent idiopathic scoliosis,-	GRAMD4
ENSG00000234883	5.34973056644488	6.02599288120294e-17	ORN8L_vs_Resting	HSALNG0132382	anti_sense,sense	Q75	hsa-miR-6089,hsa-miR-8485	Neuropsychological test,Intelligence,Response to carboplatin,Nicotine dependence symptom count,Gout,Open-angle glaucoma,Triglyceride measurement,Erythrocyte count,Chronic lymphocytic leukemia,Cerebrospinal fluid biomarker measurement; Alpha synuclein measurement,Duchenne muscular dystrophy; Disease progression measurement,-,Amyloid plaque accumulation rate	JAM2
ENSG00000235072	-5.03144327811498	0.0482050519431395	ORN8L_vs_Resting	HSALNG0013657	integenic	Not conserved		Brain aneurysm,Melanoma,Triglyceride measurement; Erythrocyte count,Bmi-adjusted waist circumference; Neutrophil percentage of leukocytes,Macula measurement,Bmi-adjusted waist circumference	DTNB
ENSG00000235437	-2.13894783463156	0.0084341521979893	ORN8L_vs_Resting	HSALNG0138225	sense	Not conserved	hsa-miR-4328,hsa-miR-4447	Periodontitis,Balding measurement	SPIN4
ENSG00000235531	3.87047749434486	4.70618894303201e-6	ORN8L_vs_Resting	HSALNG0066120	anti_sense	Not conserved		Lung carcinoma,Gout,Clinical treatment,Attention deficit hyperactivity disorder,Smoking behaviour measurement,Mental development measurement,Diastolic blood pressure,Forced expiratory volume; Response to bronchodilator,-	KCNB2
ENSG00000236453	4.21997469812943	0.00900917196808007	ORN8L_vs_Resting	HSALNG0059602	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-3622b-5p	Eye colour measurement,Brcax breast cancer,Asparaginase hypersensitivity,Aging,Athletic endurance measurement,Circadian rhythm,-	GNG11
