Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC
ENSG00000236017	ASMTL-AS1	-9.14046338213832	3.76206776006899e-9	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0151029	anti_sense	Not conserved			IL3RA
ENSG00000230590	FTX	-3.22820538796017	5.3161384214971806e-9	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0138631	integenic	Not conserved			RLIM
ENSG00000197180	ATP6AP1-DT	2.1733327816022	8.09745188710496e-9	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0140852	integenic	Q75	hsa-miR-619-5p,hsa-miR-4297,hsa-miR-4279		DNASE1L1
ENSG00000262580	ENSG00000262580	-3.50028704908933	2.19117389013311e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0119173	anti_sense	Q50		Fasting blood glucose measurement,-,Psoriasis; Hirschsprung disease	SGSH
ENSG00000224397	PELATON	1.78479234157866	3.35200155582335e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0130749	integenic	Q50	hsa-miR-619-5p,hsa-miR-665,hsa-miR-4258,hsa-miR-4284,hsa-miR-4491,hsa-miR-4701-3p,hsa-miR-4733-3p,hsa-miR-6090,hsa-miR-6132,hsa-miR-6748-3p,hsa-miR-6769b-5p,hsa-miR-6887-3p	Hair colour measurement,Monocyte percentage of leukocytes; Mammographic density measurement; Monocyte count,Granulocyte percentage of myeloid white cells; Monocyte count,Gut microbiome measurement,Monocyte percentage of leukocytes,Monocyte count,-	CEBPB
ENSG00000197989	SNHG12	-2.267304201325	3.80336365086064e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0002075	anti_sense	Q50	hsa-miR-363-5p,hsa-miR-324-5p,hsa-miR-3178,hsa-miR-4466,hsa-miR-6089,hsa-miR-6890-3p	-	TAF12
ENSG00000290792	ENSG00000290792	-6.06403696878016	4.60331511933347e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0006976	integenic	Not conserved			H2AC18
ENSG00000203709	MIR29B2CHG	-5.33075866669207	4.75535664154715e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0010132	integenic	Q50		Febrile seizure (within the age range of 3 months to 6 years); Mmr-related febrile seizures,Reaction time measurement,Pulse pressure measurement,Red blood cell distribution width	CD34
ENSG00000253522	MIR3142HG	-4.99812340516729	5.57938927753494e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0046249	integenic	Not conserved			PTTG1
ENSG00000260853	NFATC2IP-AS1	-5.42785306097392	7.08841259350584e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0110548	anti_sense	Q75		Intelligence,Total blood protein measurement; Intelligence,Hemoglobin measurement; Serum non-albumin protein measurement,Hemoglobin measurement,-	RABEP2
ENSG00000260032	NORAD	-1.78169324238504	7.70570553958716e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0129818	integenic	Q90	hsa-miR-619-5p,hsa-miR-6071,hsa-miR-6734-3p	Melanoma; Suntan; Cancer,Body mass index,Bmi-adjusted hip circumference	SCAND1
ENSG00000291033	TXLNGY	-3.26081796634568	9.18848652603524e-8	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0141378	integenic	Not conserved	hsa-miR-363-5p		EIF1AY
ENSG00000288990	ENSG00000288990	3.13623726039422	1.25639413939405e-7	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0031952	anti_sense	Q50		Inhalant adrenergic use measurement,Respiratory system disease,-	CEP19
ENSG00000232628	ENSG00000232628	3.58369498042165	1.36384326765828e-7	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0010945	integenic	Not conserved		Ceramide measurement	NVL
ENSG00000206573	THUMPD3-AS1	-3.25192992801429	1.43173566260548e-7	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0024012	anti_sense,sense	Q75	hsa-miR-619-5p,hsa-miR-665,hsa-miR-1228-3p,hsa-miR-3180-3p,hsa-miR-3180,hsa-miR-6871-5p,hsa-miR-7162-5p	Waist-hip ratio,Hemoglobin a1 measurement,Body height,Body mass index,Cortical surface area measurement,-	SRGAP3
ENSG00000224078	SNHG14	-3.21222517864033	3.10866709842474e-7	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0104546	anti_sense,sense	Q75	hsa-miR-30b-3p,hsa-miR-188-3p,hsa-miR-370-3p,hsa-miR-574-5p,hsa-miR-619-5p,hsa-miR-3176,hsa-miR-4268,hsa-miR-4430,hsa-miR-4478,hsa-miR-4492,hsa-miR-3064-3p,hsa-miR-4755-3p,hsa-miR-5193,hsa-miR-5693,hsa-miR-6845-5p,hsa-miR-6858-5p,hsa-miR-7109-5p	Panic disorder,Blood osmolality measurement,Neuroticism measurement,Myopia,Bone density,Inflammatory biomarker measurement; Ykl40 measurement,-	SNRPN
ENSG00000265206	MIR142HG	-3.75036737882856	4.49830993819314e-7	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0117712	integenic	Q75	hsa-miR-4313,hsa-miR-4722-5p,hsa-miR-6780a-3p	Platelet crit; Late-onset alzheimers disease; Platelet count; Monocyte count; Family history of alzheimer’s disease,Leukocyte count,-	TSPOAP1
ENSG00000260051	ENSG00000260051	-8.67059282832999	6.20014703384152e-7	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0108901	anti_sense	Not conserved	hsa-miR-6798-5p		PERCC1
ENSG00000223768	LINC00205	-3.38129556039826	6.42600099975299e-7	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0133618	integenic	Q50	hsa-miR-92b-5p,hsa-miR-619-5p,hsa-miR-1205,hsa-miR-3692-5p,hsa-miR-3934-5p,hsa-miR-4472,hsa-miR-4505,hsa-miR-6751-3p,hsa-miR-6803-5p	Systemic lupus erythematosus,Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference,-	ADARB1
ENSG00000267519	MIR23AHG	-3.31495907045362	7.54941424995826e-7	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0124251	anti_sense	Q90		Waist-hip ratio,Neutrophil-to-lymphocyte ratio; Neutrophil percentage of leukocytes; Lymphocyte percentage of leukocytes,Leukocyte count; Lymphocyte count; Myeloid white cell count,Leukocyte count; Lymphocyte count,Lymphocyte count,Fev/fec ratio; Monocyte count,Leukocyte count,Myeloid white cell count; Lymphocyte count,Cortical thickness,-	BRME1
ENSG00000259972	ENSG00000259972	-5.77331469259765	1.61910224500138e-6	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0112676	integenic	Not conserved	hsa-miR-7703		CLEC18B
ENSG00000246451	KLC1-AS1	-8.55444558555976	1.8636523557361e-6	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0104020	anti_sense	Not conserved	hsa-miR-6089	Body mass index	XRCC3
ENSG00000233901	LINC01503	2.43674310413086	2.02846775806292e-6	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0074718	integenic	Q75	hsa-miR-185-3p,hsa-miR-762,hsa-miR-3620-5p,hsa-miR-4505,hsa-miR-4530,hsa-miR-1587,hsa-miR-6089,hsa-miR-6732-5p,hsa-miR-6791-5p,hsa-miR-8485	Atopic eczema,Protein measurement,Caudate nucleus measurement; Functional brain measurement; Response to reward,-	NA
ENSG00000262370	ENSG00000262370	-2.80931546745199	5.28578516310313e-6	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0109115	anti_sense	Not conserved	hsa-miR-4329	Body height,-	ZSCAN10
ENSG00000291118	ZNF767P	-3.54065393549183	7.20678054224688e-6	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0062163	integenic	Not conserved			ZNF746
ENSG00000281404	LINC01176	-4.77601378329299	1.57605433569412e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0149630	sense	Not conserved			NA
ENSG00000247774	PCED1B-AS1	1.52211685383894	1.71767144906893e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0090741	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-3940-5p,hsa-miR-6089	Antihypertensive use measurement,Body height,-	AMIGO2
ENSG00000248019	FAM13A-AS1	-5.47459622848832	1.96262583275815e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0035768	anti_sense	Q75		Fev/fec ratio,-	HERC3
ENSG00000245910	SNHG6	1.83598305769094	2.52927406393073e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0065926	anti_sense	Q75		-	TCF24
ENSG00000258441	LINC00641	-5.47326651554523	2.67690805142522e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0099873	integenic	Not conserved		Bipolar disorder,-	HNRNPC
ENSG00000224137	LINC01857	1.61836581168095	3.16374169825943e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0021881	integenic	Q50	hsa-miR-619-5p,hsa-miR-1285-3p,hsa-miR-6089	-	CCNYL1
ENSG00000289443	ENSG00000289443	-8.20293945530023	3.21606645567064e-5	Control_Cytosol_vs_Control_Whole_Cell	NA	NA	NA	NA	NA	SEPTIN11
ENSG00000291114	SIGLEC17P	1.87606130439716	3.30461361111671e-5	Control_Cytosol_vs_Control_Whole_Cell	NA	NA	NA	NA	NA	SIGLEC7
ENSG00000242086	MUC20-OT1	-1.85511645415138	3.69807330444116e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0031831	sense	Q50	hsa-miR-29a-3p,hsa-miR-30b-3p,hsa-miR-339-5p,hsa-miR-619-5p,hsa-miR-1301-3p,hsa-miR-762,hsa-miR-1237-5p,hsa-miR-3180-3p,hsa-miR-3187-5p,hsa-miR-3180,hsa-miR-4447,hsa-miR-4722-5p,hsa-miR-4755-3p,hsa-miR-6089,hsa-miR-6769a-3p	Protein measurement,-	MUC20
ENSG00000223745	CCDC18-AS1	-2.51732069905312	3.83395606630996e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0005250	anti_sense	Q75	hsa-miR-619-5p,hsa-miR-4768-3p	Triglyceride measurement,Neutrophil percentage of granulocytes; Eosinophil count; Eosinophil percentage of granulocytes,Self reported educational attainment,Testosterone measurement,Mathematical ability,-	TMED5
ENSG00000273341	ENSG00000273341	1.9721303329651	4.50567872479945e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0059115	anti_sense	Q50	hsa-miR-4466,hsa-miR-7703	Body mass index,Gut microbiome measurement,Hba1c measurement,Hemoglobin a1 measurement,-	CCDC146
ENSG00000291122	CASTOR3P	-3.83835104189013	4.50919659361648e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0150011	sense	Not conserved	hsa-miR-125a-3p		GPC2
ENSG00000286555	ENSG00000286555	-8.10397720290984	5.31340098557204e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0085575	anti_sense	Q90	hsa-miR-6802-5p	Mean platelet volume,Rheumatoid arthritis,-	ATG16L2
ENSG00000212694	LINC01089	-2.44800106202928	5.77054478536204e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0094605	anti_sense,sense	Q90	hsa-miR-525-3p,hsa-miR-524-3p,hsa-miR-762,hsa-miR-3692-5p,hsa-miR-4433a-3p,hsa-miR-4472,hsa-miR-3155b,hsa-miR-4787-5p,hsa-miR-5581-5p,hsa-miR-5787,hsa-miR-6763-5p,hsa-miR-6803-5p,hsa-miR-4433b-3p	Leukocyte count; Neutrophil count; Myeloid white cell count; Platelet crit,Mean platelet volume,Eosinophil count,-	RHOF
ENSG00000272711	HK2-DT	2.73338793445072	5.77709311050982e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0016101	anti_sense	Q75	hsa-miR-619-5p,hsa-miR-3196,hsa-miR-6132,hsa-miR-6758-5p,hsa-miR-7108-3p	-	M1AP
ENSG00000274925	ZKSCAN2-DT	-8.13066769669054	6.09421396404445e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0110345	anti_sense	Q90		Bitter alcoholic beverage consumption measurement,Risk-taking behaviour,Smoking initiation; Smoking status measurement,Smoking behavior,Alcohol consumption measurement,Smoking status measurement,Unipolar depression,Vaginal microbiome measurement,Covid-19,Cannabis dependence measurement,Attention deficit hyperactivity disorder; Antisocial behaviour measurement; Substance abuse,Fev/fec ratio; Response to bronchodilator,-	AQP8
ENSG00000291117	ENSG00000291117	-3.18362973525196	6.1740838937015e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0118142	integenic	Not conserved	hsa-miR-660-3p		LRRC37A3
ENSG00000288851	ENSG00000288851	-2.43529618155109	7.1068670236428e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0048627	integenic	Q90	hsa-miR-4281,hsa-miR-4447,hsa-miR-4467,hsa-miR-4492		ACOT13
ENSG00000235027	PRADX	-3.70841226413005	7.15980982612565e-5	Control_Cytosol_vs_Control_Whole_Cell	NA	NA	NA	NA	NA	KRTAP5-6
ENSG00000272849	ENSG00000272849	-8.03626695035729	8.41387221701953e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0094607	anti_sense	Q75	hsa-miR-619-5p,hsa-miR-1287-5p,hsa-miR-4472	-	SETD1B
ENSG00000223960	CHROMR	-2.67253960437675	9.00820408863289e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0020702	anti_sense	Q50	hsa-miR-6089	Blood protein measurement,Psoriasis; Atopic eczema,-,Oligoclonal band measurement	OSBPL6
ENSG00000250041	ENSG00000250041	2.6369672292871	9.53985986841073e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0082662	integenic	Q90	hsa-miR-619-5p,hsa-miR-4505,hsa-miR-6089,hsa-miR-6165	Heel bone mineral density,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio; Waist-hip ratio,-	ZBED5
ENSG00000263272	ENSG00000263272	-8.09028916032916	9.58933959789254e-5	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0114128	anti_sense,sense	Not conserved		Age at menopause,-	C1QBP
ENSG00000290427	ENSG00000290427	-3.41499294068558	1.0501767850712e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0123614	integenic	Not conserved		Susceptibility to chronic sinus infection measurement	MBD3L2B
ENSG00000224950	ENSG00000224950	-5.29293452814316	1.1262279800214e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0006329	sense	Q50	hsa-miR-619-5p,hsa-miR-670-5p,hsa-miR-920,hsa-miR-3160-5p,hsa-miR-4286,hsa-miR-4447,hsa-miR-4722-5p,hsa-miR-6089,hsa-miR-6132,hsa-miR-6776-5p	Covid-19,Diastolic blood pressure,Cystatin c measurement,Leukocyte count; Neutrophil count,Creatinine measurement,Systemic lupus erythematosus,Primary biliary cirrhosis,Response to sulfasalazine; Drug-induced agranulocytosis,Stressful life event measurement; Depressive symptom measurement,-	CD58
ENSG00000225032	ENSG00000225032	-8.03993591817195	1.2950497924862e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0074542	anti_sense	Q50	hsa-miR-6089	-	FPGS
ENSG00000258920	FOXN3-AS1	2.75302258381698	1.3026455781835e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0103087	anti_sense	Q90	hsa-miR-30c-1-3p,hsa-miR-877-3p,hsa-miR-4290	Electrocardiography,Breast carcinoma,-	TDP1
ENSG00000264112	ENSG00000264112	-3.94736958192319	1.4496136023906e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0117676	sense	Q90	hsa-miR-6085	-	NA
ENSG00000226281	ENSG00000226281	1.78382450842547	1.5105519363385e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0047836	integenic	Not conserved	hsa-miR-762,hsa-miR-5787		F13A1
ENSG00000257621	PSMA3-AS1	-1.72389868246852	1.5245839907674e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0101614	overlap_antisense,anti_sense,sense	Q75	hsa-miR-619-5p,hsa-miR-5047,hsa-miR-6769b-5p,hsa-miR-8485	Smoking status measurement,Non-melanoma skin carcinoma,Triglyceride measurement,Red blood cell distribution width,Reticulocyte measurement,Mean corpuscular volume,Erythrocyte count,Mean corpuscular hemoglobin concentration,Mean corpuscular hemoglobin,Red blood cell density measurement,Bitter alcoholic beverage consumption measurement; Alcohol use disorder measurement; Alcohol consumption measurement,Venous thromboembolism,Mean corpuscular hemoglobin concentration; Red blood cell distribution width,Myocardial infarction,Bmi-adjusted waist-hip ratio,C-reactive protein measurement,Mean corpuscular hemoglobin; Bmi-adjusted waist-hip ratio,Ovarian carcinoma; Progression free survival,-,Alcohol consumption measurement,Mean corpuscular volume; Mean corpuscular hemoglobin	ARMH4
ENSG00000234678	ELF3-AS1	-7.97231159596999	1.7049187275536e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0142396	anti_sense	Q90	hsa-miR-331-3p,hsa-miR-4498	Blood protein measurement,Systemic lupus erythematosus,-	LMOD1
ENSG00000176593	ENSG00000176593	-4.11849737694322	1.7459203395889e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0127911	anti_sense	Not conserved	hsa-miR-619-5p,hsa-miR-762,hsa-miR-1203,hsa-miR-4433a-3p,hsa-miR-6086		ZSCAN1
ENSG00000228315	GUSBP11	-2.65346953627945	1.9962067670929e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0134423	integenic	Not conserved		Adolescent idiopathic scoliosis	DRICH1
ENSG00000196696	PDXDC2P-NPIPB14P	-8.16895149290987	2.5634380053455e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0112405	integenic	Not conserved	hsa-miR-3201	Information processing speed,Vital capacity,Age at menarche,-	EXOSC6
ENSG00000285979	ENSG00000285979	-7.97696613830336	2.572066265601e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0144767	anti_sense	Q75			RSPRY1
ENSG00000231312	MAP4K3-DT	1.51623283117896	2.5775075752127e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0014372	anti_sense,sense	Q50	hsa-miR-619-5p,hsa-miR-4447,hsa-miR-6089,hsa-miR-8485	Hematocrit; Hemoglobin measurement,Hematocrit; Erythrocyte count,Hematocrit,Hemoglobin measurement,Red blood cell density measurement,Response to candesartan,-	TMEM178A
ENSG00000255031	ENSG00000255031	-3.28587343867597	2.5987662181898e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0085213	anti_sense,sense	Q75	hsa-miR-1249-5p	-	TCIRG1
ENSG00000278600	ENSG00000278600	-4.0748873968698	2.629710738089e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0144583	sense	Not conserved		Blood protein measurement	ST20-MTHFS
ENSG00000225138	SLC9A3-AS1	-3.22550946768592	3.0916041960181e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0039449	anti_sense	Q75	hsa-miR-762,hsa-miR-541-3p,hsa-miR-4279,hsa-miR-3619-5p,hsa-miR-4505,hsa-miR-4508,hsa-miR-4632-3p,hsa-miR-1343-5p,hsa-miR-4722-5p,hsa-miR-4749-3p,hsa-miR-5787,hsa-miR-6132,hsa-miR-6720-3p,hsa-miR-6747-5p,hsa-miR-6873-3p	-,Hemoglobin measurement	EXOC3
ENSG00000247828	TMEM161B-DT	-2.07148605931976	3.1572578027416e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0043363	integenic	Q90	hsa-miR-4438		RASA1
ENSG00000290866	OTOAP1	2.20402449269736	3.3810294212956e-4	Control_Cytosol_vs_Control_Whole_Cell	NA	NA	NA	NA	NA	NPIPB5
ENSG00000273373	SLC16A4-AS1	-5.1227735259125	3.483095477349e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0005977	anti_sense	Q75		-	RBM15
ENSG00000251230	MIR3945HG	3.79886082900118	3.7208831815036e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0039050	integenic	Not conserved	hsa-miR-619-5p	Mean platelet volume,Mean reticulocyte volume,-	ACSL1
ENSG00000242048	PRKAG2-AS2	2.80285826793708	3.8614770903636e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0149841	anti_sense	Not conserved			GALNTL5
ENSG00000259865	ENSG00000259865	-3.96391112134918	3.9228378487844e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0012240	integenic	Not conserved		-	ZNF124
ENSG00000261485	PAN3-AS1	-7.75864967149552	4.7996306764116e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0095998	anti_sense	Q90		-	FLT3
ENSG00000287878	ENSG00000287878	-7.7708832013542	4.8042606368165e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0024042	overlap_antisense,anti_sense	Q50	hsa-miR-1304-5p,hsa-miR-6747-3p	-	CAMK1
ENSG00000289294	ENSG00000289294	2.49323494694681	4.9553047202844e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0021663	anti_sense	Q50	hsa-miR-4488,hsa-miR-4734	-	RAPH1
ENSG00000281183	NPTN-IT1	-7.63569293595219	5.5007871099501e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0107117	sense	Q75			NPTN
ENSG00000257588	AQP5-AS1	3.13604061129164	5.630834727515e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0090990	anti_sense	Q50		-	RACGAP1
ENSG00000273151	ENSG00000273151	-5.18720128971925	5.8413363903852e-4	Control_Cytosol_vs_Control_Whole_Cell	NA	NA	NA	NA	NA	ADAP1
ENSG00000289293	ENSG00000289293	-5.22988663796883	5.9977325702042e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0117931	integenic	Q90	hsa-miR-4296,hsa-miR-4322,hsa-miR-4265,hsa-miR-3960		MED13
ENSG00000236871	LINC00106	-7.73254299877607	6.4855601621971e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0136360	integenic	Not conserved	hsa-miR-1227-5p,hsa-miR-3178,hsa-miR-6089,hsa-miR-6816-5p,hsa-miR-8485		IL3RA
ENSG00000267523	ENSG00000267523	-7.79483709518942	6.7072832855202e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0127701	anti_sense	Q90		3-hydroxypropylmercapturic acid measurement,High density lipoprotein cholesterol measurement,-	NLRP9
ENSG00000273033	LINC02035	-1.76602607736441	6.7090964960905e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0028514	integenic	Q75		Protein measurement,-	SLC49A4
ENSG00000253982	CLN8-AS1	1.28887425076885	6.730104102028e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0062950	anti_sense	Not conserved	hsa-miR-619-5p,hsa-miR-1225-3p,hsa-miR-6165,hsa-miR-6727-3p		ERICH1
ENSG00000242588	ENSG00000242588	-1.7827438801378	6.7385646140933e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0061221	integenic	Not conserved			GARIN1A
ENSG00000261094	ENSG00000261094	-7.60801640734165	7.249076481232e-4	Control_Cytosol_vs_Control_Whole_Cell	HSALNG0074265	integenic	Q50		Birth weight; Neuroimaging measurement; Brain volume measurement,-	RABGAP1
