"Ensembl_ID"	"Gene_symbol"	"logFC"	"FDR"	"Comparison"	"LncBook.ID"	"Type"	"Conservation"	"miRNA"	"GWAS"	"nearest.PC"	"Top.correlated.gene"
"ENSG00000269929"	"MIRLET7A1HG"	-4.71609423771055	0.00377139196992471	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0072889"	"integenic"	"Q75"	"hsa-let-7a-3p,hsa-let-7b-3p,hsa-let-7f-1-3p,hsa-miR-98-3p,hsa-miR-6884-5p,hsa-miR-6893-5p"	"Fev/fec ratio,Body height,-"	"PTPDC1"	"VMP1"
"ENSG00000227155"	"DOCK8-AS2"	-6.87717237485619	0.0112951020443754	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0069538"	"anti_sense"	"Q90"	"hsa-miR-4268,hsa-miR-4743-3p"	"Bilirubin measurement,Hair morphology measurement,-"	"ZNG1A"	"NGFR"
"ENSG00000290554"	"ADCY10P1"	-7.5462107042293	0.00135832870392842	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0049993"	"integenic"	"Q50"	NA	"-"	"NFYA"	"PMS1"
"ENSG00000224397"	"PELATON"	1.78479234157866	3.35200155582335e-08	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0130749"	"integenic"	"Q50"	"hsa-miR-619-5p,hsa-miR-665,hsa-miR-4258,hsa-miR-4284,hsa-miR-4491,hsa-miR-4701-3p,hsa-miR-4733-3p,hsa-miR-6090,hsa-miR-6132,hsa-miR-6748-3p,hsa-miR-6769b-5p,hsa-miR-6887-3p"	"Hair colour measurement,Monocyte percentage of leukocytes; Mammographic density measurement; Monocyte count,Granulocyte percentage of myeloid white cells; Monocyte count,Gut microbiome measurement,Monocyte percentage of leukocytes,Monocyte count,-"	"CEBPB"	"SPI1"
"ENSG00000251562"	"MALAT1"	-9.85730509067341	6.00693381615495e-13	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0084905"	"integenic"	"Q90"	"hsa-miR-1224-3p,hsa-miR-4667-3p,hsa-miR-6817-5p,hsa-miR-6829-3p,hsa-miR-6832-3p"	"-"	"SCYL1"	"ARFGEF1"
"ENSG00000232656"	"IDI2-AS1"	-7.50696016123124	0.00182456703681998	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0075528"	"anti_sense"	"Q75"	"hsa-miR-3940-5p,hsa-miR-4433a-3p"	"Response to candesartan,-"	"GTPBP4"	"TGFBR3"
"ENSG00000277969"	"ENSG00000277969"	1.3367019350241	0.0458062315693491	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0116179"	"integenic"	"Q75"	"hsa-miR-1247-5p,hsa-miR-3620-5p,hsa-miR-4505,hsa-miR-1587,hsa-miR-6721-5p"	NA	"MLLT6"	"ACTN1"
"ENSG00000273373"	"SLC16A4-AS1"	-5.1227735259125	0.0003483095477349	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0005977"	"anti_sense"	"Q75"	NA	"-"	"RBM15"	"ALPK1"
"ENSG00000223745"	"CCDC18-AS1"	-2.51732069905312	3.83395606630996e-05	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0005250"	"anti_sense"	"Q75"	"hsa-miR-619-5p,hsa-miR-4768-3p"	"Triglyceride measurement,Neutrophil percentage of granulocytes; Eosinophil count; Eosinophil percentage of granulocytes,Self reported educational attainment,Testosterone measurement,Mathematical ability,-"	"TMED5"	"RASAL2"
"ENSG00000232940"	"HCG25"	-6.77291118644936	0.0163464859872627	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0049506"	"anti_sense"	"Q50"	"hsa-miR-619-5p,hsa-miR-7113-3p"	"-"	"RPS18"	"SEC31B"
"ENSG00000256948"	"ENSG00000256948"	1.75189269358165	0.0302283687694459	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0088445"	"anti_sense"	"Not conserved"	"hsa-miR-939-5p"	"Response to candesartan"	"SLC6A12"	"MGST2"
"ENSG00000275180"	"ENSG00000275180"	-4.65637695970702	0.00404205959415911	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0091856"	"integenic"	"Q50"	"hsa-miR-4286"	"Waist circumference,-"	"MON2"	"NME8"
"ENSG00000287878"	"ENSG00000287878"	-7.7708832013542	0.00048042606368165	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0024042"	"overlap_antisense,anti_sense"	"Q50"	"hsa-miR-1304-5p,hsa-miR-6747-3p"	"-"	"CAMK1"	"ESF1"
"ENSG00000285728"	"ENSG00000285728"	-6.87708473052227	0.0102040122692677	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0003014"	"anti_sense"	"Q50"	"hsa-miR-619-5p,hsa-miR-1285-5p"	"-"	"CLDN19"	"NLRP1"
"ENSG00000272849"	"ENSG00000272849"	-8.03626695035729	8.41387221701953e-05	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0094607"	"anti_sense"	"Q75"	"hsa-miR-619-5p,hsa-miR-1287-5p,hsa-miR-4472"	"-"	"SETD1B"	"CAPN3"
"ENSG00000250116"	"RHOQ-AS1"	-7.07927739237485	0.00701973252688106	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0014691"	"anti_sense"	"Q75"	NA	"-"	"PIGF"	"LRRFIP2"
"ENSG00000290683"	"ENSG00000290683"	-9.4522612905267	2.58983147050679e-11	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0012244"	"integenic"	"Not conserved"	NA	"-"	"ZNF124"	"BTAF1"
"ENSG00000261136"	"ENSG00000261136"	-7.11256541153117	0.00708034186521902	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0105179"	"anti_sense"	"Not conserved"	NA	NA	"EIF2AK4"	"KIAA0586"
"ENSG00000233621"	"ZC3H12A-DT"	1.28602941560349	0.0164948319303913	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0002623"	"integenic"	"Not conserved"	NA	NA	"MEAF6"	"LGMN"
"ENSG00000267121"	"FMNL1-DT"	-1.72086299977366	0.0196385909605917	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0116830"	"anti_sense"	"Q75"	"hsa-miR-30b-3p,hsa-miR-185-3p,hsa-miR-619-5p,hsa-miR-675-5p,hsa-miR-5589-5p,hsa-miR-6089,hsa-miR-6791-5p,hsa-miR-7108-3p,hsa-miR-8485"	"Body fat distribution,White matter microstructure measurement,Body height,Thyroid stimulating hormone measurement,Bmi-adjusted hip circumference,-"	"SPATA32"	"REC8"
"ENSG00000274460"	"ENSG00000274460"	-4.43564741830471	0.0157296270615787	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0110158"	"integenic"	"Q75"	"hsa-miR-619-5p"	NA	"PDZD9"	"PABPC1L"
"ENSG00000256234"	"ITPR2-AS1"	1.43980955017329	0.0491953006490784	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0089971"	"anti_sense,sense"	"Q50"	NA	"Bmi-adjusted waist circumference; Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Hair morphology measurement,Leukocyte count; Lymphocyte count; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist-hip ratio,Cup-to-disc ratio measurement,Balding measurement,Thrombin-antithrombin complex measurement,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference,Alopecia; Androgenetic alopecia; Heel bone mineral density,Alopecia; Androgenetic alopecia; Balding measurement,Alopecia,Endometrial carcinoma,Mammographic density measurement,Bmi-adjusted waist circumference; Bmi-adjusted hip circumference; Physical activity measurement,Systolic blood pressure,High density lipoprotein cholesterol measurement,Bmi-adjusted hip circumference,Lymphocyte count,Bmi-adjusted waist circumference; Waist-hip ratio; Body fat percentage; Physical activity measurement; Reticulocyte count; High density lipoprotein cholesterol measurement; Bmi-adjusted waist-hip ratio; Triglyceride measurement; Reticulocyte measurement; Renal cell carcinoma,Heel bone mineral density,Serum alanine aminotransferase measurement; Waist-hip ratio,Sex hormone-binding globulin measurement; Heel bone mineral density; Bmi-adjusted hip circumference; Physical activity measurement; Bmi-adjusted waist-hip ratio; Triglyceride measurement,Triglyceride measurement,Sex hormone-binding globulin measurement,Body height,Cardiovascular disease,Alkaline phosphatase measurement; Total cholesterol measurement; Low density lipoprotein cholesterol measurement; Reticulocyte count; High density lipoprotein cholesterol measurement; Triglyceride measurement,Sex interaction measurement; Age at assessment; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference; Sex interaction measurement; Waist-hip ratio; Physical activity measurement; Bmi-adjusted hip circumference; Age at assessment; Smoking behavior; Bmi-adjusted waist-hip ratio,Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Serum alanine aminotransferase measurement; High density lipoprotein cholesterol measurement; Bmi-adjusted waist-hip ratio; Physical activity measurement,Serum alanine aminotransferase measurement,Waist-hip ratio; Alkaline phosphatase measurement,Dense area measurement; Mammographic density measurement,Response to oxcarbazepine; Oxcarbazepine-induced hyponatremia; Carbamazepine-induced hyponatremia; Response to carbamazepine,-,Cognitive impairment measurement"	"ITPR2"	"RBM3"
"ENSG00000222041"	"CYTOR"	1.72277217631034	0.00714653266899808	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0016642"	"integenic"	"Not conserved"	"hsa-miR-519d-5p,hsa-miR-1343-3p,hsa-miR-5787,hsa-miR-6779-5p,hsa-miR-6800-3p,hsa-miR-6813-5p"	"Mitochondrial heteroplasmy measurement,-"	"PLGLB2"	"TRADD"
"ENSG00000248019"	"FAM13A-AS1"	-5.47459622848832	1.96262583275815e-05	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0035768"	"anti_sense"	"Q75"	NA	"Fev/fec ratio,-"	"HERC3"	"ZC2HC1A"
"ENSG00000265206"	"MIR142HG"	-3.75036737882856	4.49830993819314e-07	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0117712"	"integenic"	"Q75"	"hsa-miR-4313,hsa-miR-4722-5p,hsa-miR-6780a-3p"	"Platelet crit; Late-onset alzheimers disease; Platelet count; Monocyte count; Family history of alzheimer’s disease,Leukocyte count,-"	"TSPOAP1"	"YJU2B"
"ENSG00000275437"	"ENSG00000275437"	-6.46878112982771	0.0338690161850164	"Control_Cytosol_vs_Control_Whole_Cell"	NA	NA	NA	NA	NA	"CABLES2"	"AKAP8"
"ENSG00000272669"	"ENSG00000272669"	-7.05891329249041	0.00795988314336176	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0135442"	"anti_sense"	"Not conserved"	"hsa-miR-210-5p,hsa-miR-6763-3p"	NA	"GTPBP1"	"DENND3"
"ENSG00000157306"	"ZFHX2-AS1"	-6.54997666524754	0.0278986609533208	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0100050"	"anti_sense,sense"	"Q90"	"hsa-miR-6876-3p,hsa-miR-8082"	"Eosinophil count,Blood protein measurement,-,Sudden cardiac arrest"	"THTPA"	"TNPO2"
"ENSG00000236747"	"LINC01282"	2.7161836350452	0.00211375069326223	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0137356"	"integenic"	"Q50"	"hsa-miR-6877-3p,hsa-miR-7150"	NA	"BCOR"	"HAMP"
"ENSG00000287252"	"ENSG00000287252"	-2.99744967991647	0.00955352280626906	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0048904"	"integenic"	"Not conserved"	"hsa-miR-6089"	NA	"H2AC13"	"WDR91"
"ENSG00000246263"	"UBR5-DT"	-3.92370008690701	0.0090524617696994	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0067415"	"anti_sense"	"Q90"	"hsa-miR-8485"	"-"	"ODF1"	"RNF32"
"ENSG00000287626"	"ENSG00000287626"	7.24002446789805	0.00120119015132162	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0048279"	"anti_sense"	"Not conserved"	"hsa-miR-6089,hsa-miR-6763-5p"	"Alkaline phosphatase measurement,Squamous cell carcinoma,Body height,-"	"JARID2"	"GCK"
"ENSG00000260630"	"SNAI3-AS1"	1.38365940660469	0.0366713131997282	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0113528"	"anti_sense"	"Q50"	"hsa-miR-665,hsa-miR-3195,hsa-miR-6089"	"Airway imaging measurement,Hair colour measurement,Reticulocyte count; Reticulocyte measurement,-"	"CTU2"	"HPS1"
"ENSG00000245910"	"SNHG6"	1.83598305769094	2.52927406393073e-05	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0065926"	"anti_sense"	"Q75"	NA	"-"	"TCF24"	"EDRF1"
"ENSG00000260917"	"ENSG00000260917"	-2.44303208163002	0.0153540668087551	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0080703"	"integenic"	"Not conserved"	NA	"-"	"VTI1A"	"CDK5RAP3"
"ENSG00000286207"	"ENSG00000286207"	-7.17683705125561	0.00501141404798508	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0146630"	"anti_sense"	"Q50"	NA	NA	"PRPF40A"	"DHX15"
"ENSG00000229152"	"ANKRD10-IT1"	-7.32585252490928	0.0031351419775566	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0099405"	"sense"	"Not conserved"	NA	"Facial emotion recognition measurement"	"ANKRD10"	"FNBP4"
"ENSG00000236700"	"LINC01010"	1.10795319525353	0.0233554272538776	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0053623"	"integenic"	"Q50"	"hsa-miR-619-5p,hsa-miR-4267,hsa-miR-4430,hsa-miR-6089"	"Dental caries,-"	"TBPL1"	"TNS2"
"ENSG00000247774"	"PCED1B-AS1"	1.52211685383894	1.71767144906893e-05	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0090741"	"anti_sense"	"Q50"	"hsa-miR-619-5p,hsa-miR-3940-5p,hsa-miR-6089"	"Antihypertensive use measurement,Body height,-"	"AMIGO2"	"COPZ1"
"ENSG00000204054"	"LINC00963"	1.04284349995197	0.00248708622821231	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0074742"	"integenic"	"Q75"	"hsa-miR-30b-3p,hsa-miR-619-5p,hsa-miR-1268b,hsa-miR-378g,hsa-miR-4686,hsa-miR-2467-5p,hsa-miR-5088-5p,hsa-miR-6089,hsa-miR-6742-5p,hsa-miR-6803-5p"	"Body height,-"	"NTMT1"	"TFEB"
"ENSG00000289443"	"ENSG00000289443"	-8.20293945530023	3.21606645567064e-05	"Control_Cytosol_vs_Control_Whole_Cell"	NA	NA	NA	NA	NA	"SEPTIN11"	"SENP6"
"ENSG00000287769"	"ENSG00000287769"	-3.55404534049146	0.0354789716055793	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0072541"	"anti_sense"	"Q50"	"hsa-miR-1233-3p"	"Urate measurement,Heel bone mineral density,Uric acid measurement,Body height,-"	"SPATA31C2"	"NUDT12"
"ENSG00000273033"	"LINC02035"	-1.76602607736441	0.00067090964960905	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0028514"	"integenic"	"Q75"	NA	"Protein measurement,-"	"SLC49A4"	"ABCC5"
"ENSG00000260032"	"NORAD"	-1.78169324238504	7.70570553958716e-08	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0129818"	"integenic"	"Q90"	"hsa-miR-619-5p,hsa-miR-6071,hsa-miR-6734-3p"	"Melanoma; Suntan; Cancer,Body mass index,Bmi-adjusted hip circumference"	"SCAND1"	"PRKD3"
"ENSG00000237181"	"PRKAR1B-AS1"	2.58593285703966	5.25098727672569e-10	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0055551"	"anti_sense"	"Not conserved"	"hsa-miR-874-3p,hsa-miR-4667-3p,hsa-miR-6749-3p"	"Erythrocyte count,-"	"DNAAF5"	"AAK1"
"ENSG00000259668"	"ENSG00000259668"	-7.57508023403217	0.00098357389623532	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0105911"	"anti_sense"	"Q75"	"hsa-miR-4443"	"C-reactive protein measurement,Body mass index,Self reported educational attainment,-,Waist-hip ratio; Smoking behavior; Body mass index,Body fat percentage"	"GLDN"	"PRDM2"
"ENSG00000245552"	"LNCRNA-IUR"	-6.82233235555504	0.0132109896696249	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0086562"	"anti_sense"	"Q90"	"hsa-miR-483-3p,hsa-miR-619-5p,hsa-miR-3960"	"Mean reticulocyte volume; Mean corpuscular hemoglobin concentration; Mean corpuscular hemoglobin; Mean corpuscular volume; Red blood cell density measurement; Erythrocyte count,Red blood cell distribution width,Eosinophil count,Common carotid intimal medial thickness,-"	"ENDOD1"	"OLFML3"
"ENSG00000253522"	"MIR3142HG"	-4.99812340516729	5.57938927753494e-08	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0046249"	"integenic"	"Not conserved"	NA	NA	"PTTG1"	"PRPF3"
"ENSG00000260051"	"ENSG00000260051"	-8.67059282832999	6.20014703384152e-07	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0108901"	"anti_sense"	"Not conserved"	"hsa-miR-6798-5p"	NA	"PERCC1"	"ABCG2"
"ENSG00000255422"	"ENSG00000255422"	1.4253627072887	0.0195369896494099	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0087571"	"anti_sense"	"Q90"	NA	"-"	"PHLDB1"	"NDUFA8"
"ENSG00000233461"	"ENSG00000233461"	2.19740142474168	0.00368519121301265	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0011452"	"anti_sense,sense"	"Q90"	"hsa-miR-619-5p"	"Pantothenic acid mesurement,-"	NA	"FKBP1B"
"ENSG00000285967"	"NIPBL-DT"	-1.9129424471408	0.0273989778397338	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0041218"	"integenic"	"Q50"	"hsa-miR-1268b"	"-"	"CPLANE1"	"KCNIP2"
"ENSG00000215769"	"ARHGAP27P1-BPTFP1-KPNA2P3"	-3.49332270014507	0.00399506750098409	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0118135"	"integenic"	"Not conserved"	"hsa-miR-5088-3p,hsa-miR-7108-3p,hsa-miR-10392-3p"	"-"	"LRRC37A3"	"HOXB3"
"ENSG00000163597"	"SNHG16"	1.26110181823454	0.0261354222147289	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0118862"	"integenic"	"Not conserved"	NA	"Adolescent idiopathic scoliosis,Macular telangiectasia type 2,-"	"PRCD"	"UBIAD1"
"ENSG00000196295"	"GARS1-DT"	-2.91868114078781	1.16685165025364e-13	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0057018"	"integenic"	"Not conserved"	"hsa-miR-6838-5p"	NA	NA	"ZMYM2"
"ENSG00000260852"	"FBXL19-AS1"	-3.21501026984887	0.00284238940112823	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0110794"	"anti_sense"	"Q90"	NA	"Graves disease,-"	"BCL7C"	"POLK"
"ENSG00000228526"	"MIR34AHG"	-6.76653408319954	4.3905239456718e-22	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0000682"	"integenic"	"Q50"	"hsa-miR-4279,hsa-miR-500b-3p,hsa-miR-4723-3p,hsa-miR-6724-5p,hsa-miR-6744-3p,hsa-miR-7150,hsa-miR-7152-5p"	"Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes; Monocyte count; Aspartate aminotransferase measurement,Body height,Lean body mass,Linguistic error measurement; Specific language impairment,-"	"GPR157"	"PFDN5"
"ENSG00000263826"	"ENSG00000263826"	-6.66062084698002	0.0254581680795376	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0031387"	"anti_sense"	"Q75"	"hsa-miR-1229-5p,hsa-miR-4638-5p,hsa-miR-4665-3p"	"Adiponectin measurement,-"	"RFC4"	"HMGB1P1"
"ENSG00000281649"	"EBLN3P"	-2.48836503111932	3.4625782022767e-09	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0071023"	"sense"	"Not conserved"	NA	"Empathy measurement,Bipolar disorder,Sleep duration,Body mass index,Cardiovascular disease,Mean arterial pressure; Body mass index,Attention deficit hyperactivity disorder; Antisocial behaviour measurement; Substance abuse,Diastolic blood pressure,Chronotype measurement,Body weight,-"	"ZCCHC7"	"USP9X"
"ENSG00000229771"	"ENSG00000229771"	1.34273336839044	0.0172169387228063	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0130126"	"integenic"	"Q90"	NA	"Total cholesterol measurement; Apolipoprotein b measurement; Low density lipoprotein cholesterol measurement"	"MAFB"	"MCF2L"
"ENSG00000291168"	"ENSG00000291168"	6.91929318554796	0.00849064805395439	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0072797"	"integenic"	"Not conserved"	NA	NA	"FGD3"	"MCF2L"
"ENSG00000271614"	"ATP2B1-AS1"	-6.89346061681192	0.0133916102408637	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0092957"	"anti_sense"	"Q90"	"hsa-miR-619-5p,hsa-miR-4787-5p,hsa-miR-6749-3p,hsa-miR-6797-5p,hsa-miR-8485"	"Diastolic blood pressure,Risk-taking behaviour,Pulse pressure measurement; Mean arterial pressure; Alcohol drinking; Systolic blood pressure; Agents acting on the renin-angiotensin system use measurement,Hair colour measurement,Prostate carcinoma,Calcium measurement,Heel bone mineral density,Age at onset,Body mass index,Body height; Body mass index,Coronary artery disease,Body height,Chronotype measurement,Mean corpuscular volume,Magnesium measurement,Spine bone mineral density,Febrile seizure (within the age range of 3 months to 6 years); Mmr-related febrile seizures,Volumetric bone mineral density,Bone density,Heart rate,Biological sex,Systolic blood pressure,Creatinine measurement,C-reactive protein measurement,Pulse pressure measurement; Systolic blood pressure,Optic disc size measurement,Chronotype measurement; Heel bone mineral density,Diffusing capacity of the lung for carbon monoxide,Osteoarthritis, hip, osteoarthritis, knee,Diastolic blood pressure; Alcohol consumption measurement,Response to citalopram; Response to escitalopram; Triglyceride measurement,Ischemic stroke; Coronary artery disease,Diastolic blood pressure; Smoking status measurement; Systolic blood pressure,Body fat percentage,-"	"TMTC3"	"PRR12"
"ENSG00000234678"	"ELF3-AS1"	-7.97231159596999	0.00017049187275536	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0142396"	"anti_sense"	"Q90"	"hsa-miR-331-3p,hsa-miR-4498"	"Blood protein measurement,Systemic lupus erythematosus,-"	"LMOD1"	"TUBGCP6"
"ENSG00000224660"	"SH3BP5-AS1"	-6.15311611444853	1.72712054865805e-12	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0024394"	"anti_sense"	"Q90"	NA	"-"	"CAPN7"	"DGCR8"
"ENSG00000273015"	"LINC00938"	-1.96144580273034	0.0137242085748116	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0143622"	"integenic"	"Q50"	NA	"-"	"SCAF11"	"PRKRIP1"
"ENSG00000262370"	"ENSG00000262370"	-2.80931546745199	5.28578516310313e-06	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0109115"	"anti_sense"	"Not conserved"	"hsa-miR-4329"	"Body height,-"	"ZSCAN10"	"ORMDL1"
"ENSG00000281103"	"TRG-AS1"	1.36955179995784	0.0012797682153535	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0057335"	"integenic"	"Not conserved"	NA	NA	"STARD3NL"	"HERC2"
"ENSG00000232931"	"LINC00342"	-10.7335960112686	3.8541598974525e-18	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0146543"	"integenic"	"Not conserved"	NA	NA	"ANKRD36C"	"TTBK2"
"ENSG00000268996"	"MAN1B1-DT"	2.23372539753926	0.00280033933037609	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0075350"	"integenic"	"Not conserved"	"hsa-miR-619-5p,hsa-miR-1285-5p"	NA	"SAPCD2"	"GAMT"
"ENSG00000267364"	"ENSG00000267364"	1.83368988469695	0.016154184840309	"Control_Cytosol_vs_Control_Whole_Cell"	"HSALNG0115934"	"integenic"	"Not conserved"	"hsa-miR-5008-3p,hsa-miR-6830-5p"	"Macrophage inflammatory protein 1b measurement"	"SLFN5"	"YIPF2"
