"Ensembl_ID"	"Gene_symbol"	"logFC"	"FDR"	"Comparison"	"LncBook.ID"	"Type"	"Conservation"	"miRNA"	"GWAS"	"nearest.PC"	"Top.correlated.gene"
"ENSG00000179082"	"LINC02913"	-3.52531151281765	0.00569996043309713	"CXCL4+ORN8L_vs_Resting"	"HSALNG0150735"	"integenic"	"Q50"	"hsa-miR-619-5p"	"-"	NA	"PALD1"
"ENSG00000179406"	"LINC00174"	-1.92169025646954	0.0456892133007855	"CXCL4+ORN8L_vs_Resting"	"HSALNG0058597"	"integenic"	"Not conserved"	NA	NA	"GUSB"	"SPACA9"
"ENSG00000179428"	"IL6-AS1"	8.55898472667245	5.64455404773429e-11	"CXCL4+ORN8L_vs_Resting"	"HSALNG0056610"	"anti_sense,sense"	"Q50"	NA	"Platelet count; Aspartate aminotransferase measurement,Cerebrospinal fluid clusterin measurement,C-reactive protein measurement,Leukocyte count,C-reactive protein measurement; Mean corpuscular hemoglobin,Serum albumin measurement,Unipolar depression,Lymphocyte percentage of leukocytes,Serum alanine aminotransferase measurement,Parental genotype effect measurement; Birth weight,Leukocyte count; C-reactive protein measurement; Lymphocyte count,Lymphocyte count,Lung carcinoma,Mean corpuscular hemoglobin,Albumin:globulin ratio measurement; Serum non-albumin protein measurement,Platelet count,Bilirubin measurement,Leukocyte count; Neutrophil count; Myeloid white cell count; 3-hydroxyphenylacetic acid measurement,Serum albumin measurement; C-reactive protein measurement; Body height,Tonsillectomy risk measurement,Longevity; Takayasu arteritis,Eosinophil count,Pulse pressure measurement,Systemic lupus erythematosus,Serum non-albumin protein measurement,Aortic stenosis; Aortic valve calcification,Pulse pressure measurement; Cerebrospinal fluid clusterin measurement,-"	"STEAP1B"	"ADNP2"
"ENSG00000180539"	"LINC02908"	-6.57218220963995	1.13756754631631e-13	"CXCL4+ORN8L_vs_Resting"	"HSALNG0075339"	"anti_sense"	"Q50"	"hsa-miR-210-5p,hsa-miR-619-5p,hsa-miR-4308,hsa-miR-4270,hsa-miR-6752-3p"	"Leukocyte count,Lymphocyte count,-"	"PAXX"	"EPHB6"
"ENSG00000180953"	"ST20"	3.15820478227616	0.000463197085162618	"CXCL4+ORN8L_vs_Resting"	"HSALNG0144583"	"sense"	"Not conserved"	NA	"Blood protein measurement"	"ST20-MTHFS"	"SLC39A14"
"ENSG00000181577"	"LINC03040"	7.41788372446531	3.280724072441e-09	"CXCL4+ORN8L_vs_Resting"	NA	NA	NA	NA	NA	"TMEM63B"	"SIX1"
"ENSG00000181908"	"LINC02724"	-5.20667912546355	1.83019197075013e-05	"CXCL4+ORN8L_vs_Resting"	"HSALNG0142997"	"integenic"	"Not conserved"	NA	NA	"RPS6KA4"	"LINC02976"
"ENSG00000182165"	"TP53TG1"	-2.76119112507952	0.00180046053065579	"CXCL4+ORN8L_vs_Resting"	"HSALNG0059377"	"integenic"	"Not conserved"	NA	"Red blood cell distribution width,Lung carcinoma,-"	"ABCB4"	"ZNF774"
"ENSG00000182257"	"PRR34"	-2.93884604185742	0.00481163182453836	"CXCL4+ORN8L_vs_Resting"	"HSALNG0147427"	"integenic"	"Not conserved"	NA	"-"	"WNT7B"	"FOXRED2"
"ENSG00000182912"	"TSPEAR-AS2"	-5.84543728357065	0.00376011961448308	"CXCL4+ORN8L_vs_Resting"	"HSALNG0133549"	"anti_sense"	"Q75"	"hsa-miR-4472,hsa-miR-4488"	"-"	"KRTAP10-4"	"GRAP2"
"ENSG00000183154"	NA	-3.18636849494428	0.000629971554043177	"CXCL4+ORN8L_vs_Resting"	"HSALNG0150383"	"anti_sense"	"Q75"	NA	"-"	"BRF2"	"IRAG2"
"ENSG00000183250"	"LINC01547"	-2.78981829042177	0.00213488907284582	"CXCL4+ORN8L_vs_Resting"	"HSALNG0133586"	"integenic"	"Not conserved"	"hsa-miR-1268b,hsa-miR-1273h-5p"	"Heel bone mineral density"	"ITGB2"	"ITGB2-AS1"
"ENSG00000183822"	"NCF4-AS1"	-3.29553744006484	0.00156339560388499	"CXCL4+ORN8L_vs_Resting"	"HSALNG0135254"	"anti_sense"	"Q50"	NA	"Neutrophil percentage of granulocytes; Eosinophil count; Eosinophil percentage of granulocytes; Eosinophil percentage of leukocytes,Basophil count,-,Eosinophil count; Atopic eczema; Basophil count; Crohn's disease"	"PVALB"	"OSTC"
"ENSG00000185433"	"LINC00158"	9.56188677000707	2.96020843605107e-13	"CXCL4+ORN8L_vs_Resting"	"HSALNG0132374"	"integenic"	"Not conserved"	NA	NA	"MRPL39"	"APBB1IP"
"ENSG00000186594"	"MIR22HG"	2.92120865802328	4.35664132812917e-10	"CXCL4+ORN8L_vs_Resting"	"HSALNG0113835"	"anti_sense"	"Q90"	"hsa-miR-30d-3p,hsa-miR-30e-3p,hsa-miR-4268,hsa-miR-4433a-3p,hsa-miR-4468,hsa-miR-6735-5p"	"C-reactive protein measurement; Sex hormone-binding globulin measurement; Alkaline phosphatase measurement; Testosterone measurement; Calcium measurement; Urinary albumin to creatinine ratio; Serum albumin measurement; Triglyceride measurement,Calcium measurement; Blood protein measurement; Sex hormone-binding globulin measurement; Serum albumin measurement,-"	"TLCD2"	"XBP1"
"ENSG00000188185"	"LINC00265"	-2.33291741203314	0.00948032358162209	"CXCL4+ORN8L_vs_Resting"	"HSALNG0057380"	"sense"	"Not conserved"	"hsa-miR-3925-3p,hsa-miR-6089"	"-"	"RALA"	"ENSG00000262050"
"ENSG00000189238"	"LINC00943"	5.19840105267858	0.0348750367253557	"CXCL4+ORN8L_vs_Resting"	"HSALNG0094963"	"integenic"	"Q50"	"hsa-miR-619-5p,hsa-miR-936,hsa-miR-4725-3p"	NA	"TMEM132B"	"CES1P1"
"ENSG00000196366"	"C9orf163"	-5.10824552125263	0.0367384857861735	"CXCL4+ORN8L_vs_Resting"	NA	NA	NA	NA	NA	"PMPCA"	"CACNB1"
"ENSG00000196810"	"CTBP1-DT"	-1.5804203083182	0.0302743820550675	"CXCL4+ORN8L_vs_Resting"	"HSALNG0032263"	"anti_sense"	"Not conserved"	"hsa-miR-505-5p"	"Pulse pressure measurement,-"	"MAEA"	"CHAF1A"
"ENSG00000196951"	"SCOC-AS1"	-3.35490442071259	0.000321691167119478	"CXCL4+ORN8L_vs_Resting"	"HSALNG0037486"	"anti_sense"	"Not conserved"	"hsa-miR-370-3p"	NA	"CLGN"	"SCAI"
"ENSG00000197180"	"ATP6AP1-DT"	-3.02859050396527	4.41102545059328e-05	"CXCL4+ORN8L_vs_Resting"	"HSALNG0140852"	"integenic"	"Q75"	"hsa-miR-619-5p,hsa-miR-4297,hsa-miR-4279"	NA	"DNASE1L1"	"FAM78A"
"ENSG00000197536"	"IRF1-AS1"	2.29054642011903	0.00213061908876568	"CXCL4+ORN8L_vs_Resting"	"HSALNG0044848"	"anti_sense,sense"	"Q50"	"hsa-miR-33b-5p,hsa-miR-4257,hsa-miR-4463,hsa-miR-6748-3p,hsa-miR-6803-5p"	"Fibrinogen measurement,Chronic obstructive pulmonary disease,Metabolite measurement,Apolipoprotein b measurement,Glycine measurement,Red blood cell distribution width,Neutrophil percentage of leukocytes,Ulcerative colitis; Diastolic blood pressure; Inflammatory bowel disease; Crohn's disease,Psoriasis; Inflammatory bowel disease; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Adult onset asthma; Sclerosing cholangitis,Fibrinogen measurement; Sex hormone-binding globulin measurement,Urinary albumin to creatinine ratio,Diastolic blood pressure; Crohn's disease,Atopic asthma,Eosinophil count; Eosinophil percentage of leukocytes,Mean corpuscular hemoglobin,Nasal cavity polyp; Perceived unattractiveness to mosquitos measurement; Adult onset asthma,Serum metabolite measurement; Low density lipoprotein cholesterol measurement; Crohn's disease; Eczema; Systemic juvenile idiopathic arthritis, polyarticular juvenile idiopathic arthritis, rheumatoid factor negative, oligoarticular juvenile idiopathic arthritis; Rheumatoid arthritis; Aspartate aminotransferase measurement,Respiratory system disease; Adult onset asthma,Carotid plaque build,Low density lipoprotein cholesterol measurement,Chronic obstructive pulmonary disease; Smoking status measurement,Neutrophil count,Fibrinogen measurement; Lymphocyte count,Polycystic ovary syndrome,Fibrinogen measurement; Sex hormone-binding globulin measurement; Balding measurement,Neutrophil percentage of granulocytes; Eosinophil percentage of granulocytes; Mosquito bite reaction itch intensity measurement; Basophil count; Mosquito bite reaction size measurement; Eosinophil percentage of leukocytes; Eosinophil count,Mitochondrial dna measurement,Estrogen-receptor positive breast cancer; Breast carcinoma,Inhalant adrenergic use measurement,Cardiovascular disease,Eosinophil count,Diastolic blood pressure,Lymphocyte percentage of leukocytes,Total cholesterol measurement; Low density lipoprotein cholesterol measurement,Platelet count,Platelet crit,Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,Eczema; Allergic rhinitis,Fev/fec ratio,Autoimmune thyroid disease; Psoriasis; Common variable immunodeficiency; Mosquito bite reaction itch intensity measurement; Ulcerative colitis; Ankylosing spondylitis; Basophil count; Systemic lupus erythematosus; Crohn's disease; Mosquito bite reaction size measurement; Celiac disease; Autoimmune disease; Juvenile idiopathic arthritis,Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Leukocyte count; Crohn's disease; Eosinophil percentage of leukocytes; Eosinophil count; Sclerosing cholangitis; Aspartate aminotransferase measurement,Hemoglobin a1 measurement,Reticulocyte count; Reticulocyte measurement,-"	NA	"PARP12"
"ENSG00000197568"	"HHLA3"	-2.1497963380241	0.0400226097000638	"CXCL4+ORN8L_vs_Resting"	NA	NA	NA	NA	NA	"CTH"	"ENSG00000260052"
"ENSG00000197813"	NA	-3.21901476503826	0.0165347088720114	"CXCL4+ORN8L_vs_Resting"	"HSALNG0126981"	"anti_sense"	"Q50"	"hsa-miR-4456"	"-"	"TEAD2"	"F13A1"
"ENSG00000198468"	"FLVCR1-DT"	-4.08723158018667	0.000322346256338393	"CXCL4+ORN8L_vs_Resting"	"HSALNG0010403"	"integenic"	"Q50"	"hsa-miR-6508-3p"	"-"	"SPATA45"	"CCDC150"
"ENSG00000203364"	NA	8.16711876016126	2.13103347710648e-10	"CXCL4+ORN8L_vs_Resting"	"HSALNG0072823"	"anti_sense"	"Not conserved"	"hsa-miR-4488,hsa-miR-6089,hsa-miR-6763-5p"	"Serum alanine aminotransferase measurement; Aspartate aminotransferase measurement,Aspartate aminotransferase measurement,Dna methylation,Response to tenofovir"	"CARD19"	"LINC02384"
"ENSG00000203395"	NA	5.30480247725065	1.01137797740675e-06	"CXCL4+ORN8L_vs_Resting"	"HSALNG0015689"	"anti_sense"	"Q50"	"hsa-miR-1268b"	NA	"CNRIP1"	"DDAH1"
"ENSG00000203709"	"MIR29B2CHG"	1.81564712007295	0.013572971439574	"CXCL4+ORN8L_vs_Resting"	"HSALNG0010132"	"integenic"	"Q50"	NA	"Febrile seizure (within the age range of 3 months to 6 years); Mmr-related febrile seizures,Reaction time measurement,Pulse pressure measurement,Red blood cell distribution width"	"CD34"	"GPCPD1"
"ENSG00000203865"	"ATP1A1-AS1"	1.91786454948358	0.00464763464598028	"CXCL4+ORN8L_vs_Resting"	"HSALNG0006325"	"anti_sense"	"Q50"	"hsa-miR-1207-5p,hsa-miR-6891-5p"	"Leukocyte count; Myeloid white cell count,-,Leukocyte count"	"CD58"	"AVL9"
"ENSG00000204054"	"LINC00963"	-1.58025260659125	0.000921902249200133	"CXCL4+ORN8L_vs_Resting"	"HSALNG0074742"	"integenic"	"Q75"	"hsa-miR-30b-3p,hsa-miR-619-5p,hsa-miR-1268b,hsa-miR-378g,hsa-miR-4686,hsa-miR-2467-5p,hsa-miR-5088-5p,hsa-miR-6089,hsa-miR-6742-5p,hsa-miR-6803-5p"	"Body height,-"	"NTMT1"	"GNL2"
"ENSG00000204709"	"LINC01556"	4.92710306059226	0.00972117360830164	"CXCL4+ORN8L_vs_Resting"	"HSALNG0049022"	"integenic"	"Not conserved"	NA	"-"	"OR2J1"	"ENSG00000289995"
"ENSG00000204960"	"BLACE"	7.93678179775326	3.60409921976164e-08	"CXCL4+ORN8L_vs_Resting"	"HSALNG0062567"	"anti_sense"	"Not conserved"	NA	"Angina pectoris; Coronary artery disease,Neuroticism measurement,Hair colour measurement,Age at onset,Thyroid peroxidase antibody measurement; Anti-thyroglobulin antibody measurement,Visual perception measurement,Coronary artery calcification,Stem cell growth factor beta measurement,Response to carboplatin; Ovarian carcinoma; Response to paclitaxel; Progression free survival,-"	"CNPY1"	"SAMSN1-AS1"
"ENSG00000205057"	"CLLU1-AS1"	7.13092563592529	5.66012071837473e-07	"CXCL4+ORN8L_vs_Resting"	NA	NA	NA	NA	NA	"BTG1"	"LAIR2"
"ENSG00000205293"	"LINC01602"	4.86211922607249	0.00260871206144971	"CXCL4+ORN8L_vs_Resting"	"HSALNG0065539"	"integenic"	"Not conserved"	NA	"-"	"FAM110B"	"CLDN14"
"ENSG00000205300"	NA	3.88650327842505	0.00869258171155376	"CXCL4+ORN8L_vs_Resting"	"HSALNG0128297"	"integenic"	"Q50"	"hsa-miR-6769b-5p"	"Vital capacity,Platelet-derived growth factor bb measurement,-"	"RNF24"	"CLLU1-AS1"
"ENSG00000205444"	"KU-MEL-3"	5.61301215274896	0.00254703049294559	"CXCL4+ORN8L_vs_Resting"	"HSALNG0047755"	"integenic"	"Not conserved"	"hsa-miR-3619-5p"	"Balding measurement,-"	"CDYL"	"LINC03048"
"ENSG00000205562"	"FLRT2-AS1"	4.04405483572268	0.00843091533568342	"CXCL4+ORN8L_vs_Resting"	"HSALNG0102926"	"integenic"	"Q50"	NA	"-"	"GALC"	"APCDD1L"
"ENSG00000205622"	NA	3.74331344515408	0.000264505788426168	"CXCL4+ORN8L_vs_Resting"	"HSALNG0133091"	"integenic"	"Not conserved"	NA	"-"	"ERG"	"ENSG00000284633"
"ENSG00000205930"	"C21orf62-AS1"	-5.43110065921061	0.000402002120308651	"CXCL4+ORN8L_vs_Resting"	"HSALNG0132731"	"integenic"	"Q90"	NA	"Tea consumption measurement,-"	"OLIG2"	"FUCA1"
"ENSG00000206573"	"THUMPD3-AS1"	1.34079133153183	0.0137198971496468	"CXCL4+ORN8L_vs_Resting"	"HSALNG0024012"	"anti_sense,sense"	"Q75"	"hsa-miR-619-5p,hsa-miR-665,hsa-miR-1228-3p,hsa-miR-3180-3p,hsa-miR-3180,hsa-miR-6871-5p,hsa-miR-7162-5p"	"Waist-hip ratio,Hemoglobin a1 measurement,Body height,Body mass index,Cortical surface area measurement,-"	"SRGAP3"	"MT-TL1"
"ENSG00000212694"	"LINC01089"	-2.58655906989096	2.46958549444121e-05	"CXCL4+ORN8L_vs_Resting"	"HSALNG0094605"	"anti_sense,sense"	"Q90"	"hsa-miR-525-3p,hsa-miR-524-3p,hsa-miR-762,hsa-miR-3692-5p,hsa-miR-4433a-3p,hsa-miR-4472,hsa-miR-3155b,hsa-miR-4787-5p,hsa-miR-5581-5p,hsa-miR-5787,hsa-miR-6763-5p,hsa-miR-6803-5p,hsa-miR-4433b-3p"	"Leukocyte count; Neutrophil count; Myeloid white cell count; Platelet crit,Mean platelet volume,Eosinophil count,-"	"RHOF"	"TTC31"
"ENSG00000213373"	"LINC00671"	-3.48863900567668	0.049041661598769	"CXCL4+ORN8L_vs_Resting"	"HSALNG0116587"	"integenic"	"Q50"	"hsa-miR-30b-3p,hsa-miR-363-5p,hsa-miR-331-3p,hsa-miR-619-5p,hsa-miR-1587,hsa-miR-6089,hsa-miR-1273h-5p"	"Triglyceride measurement,-"	"BECN1"	"ENSG00000228384"
"ENSG00000213904"	"LIPE-AS1"	-2.55909537098094	0.0468351522916418	"CXCL4+ORN8L_vs_Resting"	"HSALNG0126298"	"anti_sense"	"Not conserved"	"hsa-miR-4463"	NA	"MEGF8"	"SNRNP40"
"ENSG00000214353"	"VAC14-AS1"	4.55734520981146	3.28951050705286e-07	"CXCL4+ORN8L_vs_Resting"	"HSALNG0112453"	"anti_sense"	"Not conserved"	"hsa-miR-4456,hsa-miR-6891-3p"	NA	"IL34"	"ENSG00000255921"
"ENSG00000214407"	"RDUR"	6.49540595210334	5.91124132999879e-05	"CXCL4+ORN8L_vs_Resting"	"HSALNG0027641"	"integenic"	"Q90"	"hsa-miR-4724-3p"	"Colorectal cancer,Psoriasis vulgaris; Psoriatic arthritis,Covid-19,Psoriasis vulgaris,Psoriasis; Psoriasis vulgaris,Serum non-albumin protein measurement,Anxiety disorder,Dna methylation,Aspartate aminotransferase measurement,C-reactive protein measurement,Triglyceride measurement,Hip geometry,-"	"NFKBIZ"	"CCL20"
"ENSG00000214708"	NA	-3.56816052672224	0.0134279311582796	"CXCL4+ORN8L_vs_Resting"	NA	NA	NA	NA	NA	"C17orf75"	"ENSG00000272279"
"ENSG00000214803"	NA	-5.42118939228079	0.00920472885899623	"CXCL4+ORN8L_vs_Resting"	"HSALNG0068252"	"integenic"	"Q50"	"hsa-miR-619-5p"	"-"	"TMEM65"	"ENSG00000268027"
"ENSG00000214894"	"LINC00243"	4.37426260044171	0.000626172568159433	"CXCL4+ORN8L_vs_Resting"	"HSALNG0049199"	"integenic"	"Not conserved"	"hsa-miR-619-5p,hsa-miR-6744-3p"	"Breast carcinoma,Mean platelet volume,Sleep duration,Cutaneous lupus erythematosus,Intelligence,Angina pectoris,Bmi-adjusted waist-hip ratio,Response to vaccine,Bmi-adjusted hip circumference,Reticulocyte count,Autoimmune thyroid disease; Bipolar disorder,Age-related macular degeneration,Reaction time measurement,Decreased fine motor function,17-hydroxyprogesterone measurement,Cytokine measurement,Protein measurement; Bmi-adjusted hip circumference,Bmi-adjusted hip circumference; Arterial stiffness measurement,Susceptibility to cold sores measurement,Susceptibility to plantar warts measurement,Susceptibility to chickenpox measurement,Susceptibility to shingles measurement,Autism spectrum disorder,Serum igg glycosylation measurement,Response to candesartan,Rosacea severity measurement,Cervical carcinoma,Eosinophil count,Glomerular filtration rate,Susceptibility to urinary tract infection measurement,Tonsillectomy risk measurement,Qrs amplitude; Qrs complex,Mosquito bite reaction size measurement; Mosquito bite reaction itch intensity measurement,-"	"IER3"	"ENSG00000256915"
"ENSG00000214900"	"LINC01588"	6.34403996859045	3.68928516740516e-14	"CXCL4+ORN8L_vs_Resting"	"HSALNG0101158"	"integenic"	"Q50"	NA	NA	"VCPKMT"	"LINC02732"
"ENSG00000215039"	"CD27-AS1"	-4.67847534096989	4.15534171299575e-11	"CXCL4+ORN8L_vs_Resting"	"HSALNG0088857"	"anti_sense"	"Q50"	"hsa-miR-642a-5p,hsa-miR-4292,hsa-miR-3620-5p,hsa-miR-4447,hsa-miR-1587,hsa-miR-6514-3p,hsa-miR-6752-3p,hsa-miR-6784-5p,hsa-miR-6890-3p"	"-"	"VAMP1"	"ZMYM3"
"ENSG00000215196"	"BASP1-AS1"	3.29556065694728	0.00327263530908909	"CXCL4+ORN8L_vs_Resting"	"HSALNG0040414"	"anti_sense"	"Q50"	NA	"Bipolar disorder,Sphingomyelin 22:0 measurement,Adolescent idiopathic scoliosis,-"	"MYO10"	"DDX20P1"
"ENSG00000215256"	"DHRS4-AS1"	-2.11553113976333	0.00223981416563459	"CXCL4+ORN8L_vs_Resting"	"HSALNG0100084"	"integenic"	"Q50"	"hsa-miR-8089"	"-"	"NRL"	"ENSG00000244055"
"ENSG00000215417"	"MIR17HG"	2.16923154725165	0.018094318999024	"CXCL4+ORN8L_vs_Resting"	"HSALNG0098601"	"integenic"	"Q90"	"hsa-miR-1224-3p,hsa-miR-3960"	"Monocyte count,Monocyte percentage of leukocytes,Red blood cell distribution width,Body height,Body height; Bmi-adjusted hip circumference,Self reported educational attainment; Intelligence; Cognitive function measurement,Blood protein measurement,Bmi-adjusted waist circumference; Body height,Bmi-adjusted hip circumference,Self reported educational attainment; Intelligence,Mathematical ability,Self reported educational attainment,-"	"GPC5"	"GDAP1"
"ENSG00000215458"	"AATBC"	-4.63872128356782	2.52622409698734e-08	"CXCL4+ORN8L_vs_Resting"	"HSALNG0133454"	"anti_sense"	"Not conserved"	"hsa-miR-6089"	"-"	"CSTB"	"PDE6B"
"ENSG00000215533"	"LINC00189"	5.80582479013791	6.1051823953696e-09	"CXCL4+ORN8L_vs_Resting"	"HSALNG0132537"	"sense"	"Not conserved"	"hsa-miR-4772-3p"	"Myocardial infarction,Serum alanine aminotransferase measurement,Response to mtor inhibitor,Qt interval,Serum gamma-glutamyl transferase measurement,Hemorrhoid,High density lipoprotein cholesterol measurement,-"	"BACH1"	"CCM2L"
"ENSG00000216863"	"LY86-AS1"	-6.04527677642962	1.97755436661975e-05	"CXCL4+ORN8L_vs_Resting"	"HSALNG0047825"	"integenic"	"Not conserved"	NA	NA	"F13A1"	"IGSF22"
"ENSG00000217825"	NA	8.25783394932808	5.40125418341591e-14	"CXCL4+ORN8L_vs_Resting"	"HSALNG0062556"	"integenic"	"Not conserved"	"hsa-miR-3065-3p"	NA	"PAXIP1"	"NABP1"
"ENSG00000221949"	"LINC01465"	2.44765578623159	0.00351053286589965	"CXCL4+ORN8L_vs_Resting"	"HSALNG0143651"	"integenic"	"Q75"	"hsa-miR-4447"	"-"	"PPM1H"	"SUSD6"
"ENSG00000222041"	"CYTOR"	4.47577380437521	4.91367821836051e-09	"CXCL4+ORN8L_vs_Resting"	"HSALNG0016642"	"integenic"	"Not conserved"	"hsa-miR-519d-5p,hsa-miR-1343-3p,hsa-miR-5787,hsa-miR-6779-5p,hsa-miR-6800-3p,hsa-miR-6813-5p"	"Mitochondrial heteroplasmy measurement,-"	"PLGLB2"	"ENSG00000249738"
